catcher_id,jobma_catcher_company,jobma_functional,jobma_catcher_indus,jobma_catcher_title,jobma_catcher_otype,jobma_catcher_status,jobma_catcher_type,is_premium,jobma_verified,subscription_status,sub_user,per_sub_user,live_interview_credit,pre_recorded_credit,ai_live_interview_credit,interview_cost_type,referral_credit,company_size,ai_live_interview,days_since_creation,confirmed,number_of_logins,credit_amount,wallet_amount,plan_type,is_unlimited,trial_account_type,billing_cycle_status,subscription_amount,credit_given,currency_val,times_of_subscription,kits_count,position_created,number_of_invitations,pitchers_counts,def_interview_counts,interview_counts,ai_interview_counts
2316,ssi,Accounting & Finance,1,0,1,1,1,0,1,2,1,100,1.0,1.0,1.0,0,0,26-100,0,1911.0,1,1,200.0,280.0,1.0,0.0,0.0,0,199.0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2317,SSI,Accounting & Finance,101,0,1,1,1,1,1,2,3,100,1.0,1.0,1.0,0,0,26-100,0,1911.0,1,2,500.0,630.0,1.0,0.0,0.0,0,199.0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2317,SSI,Accounting & Finance,101,0,1,1,1,1,1,2,3,100,1.0,1.0,1.0,0,0,26-100,0,1911.0,0,2,500.0,630.0,1.0,0.0,0.0,0,199.0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2318,Jobma,Accounting & Finance,"2,73,74",0,1,1,1,0,1,2,1,10000,1.33,1.33,1.0,1,0,26-100,0,1911.0,1,1,118.0,3080.0,1.0,0.0,0.0,0,118.0,0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2319,Test,Accounting & Finance,72,0,1,1,1,0,1,2,1,10000,50.0,50.0,1.0,1,0,26-100,0,1911.0,1,1,5900.0,3180.0,1.0,0.0,0.0,0,118.0,0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2320,ssi,Accounting & Finance,73,0,1,1,1,0,1,2,1,10000,1.33,1.33,1.0,1,0,26-100,0,1911.0,1,1,118.0,3080.0,1.0,0.0,0.0,0,118.0,0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2321,ramesh,Accounting & Finance,74,0,1,1,1,1,1,2,2,10000,1.33,1.33,1.0,1,0,500-1000,0,1911.0,1,1,118.0,3080.0,1.0,0.0,0.0,0,118.0,0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2322,ssi,Accounting & Finance,72,0,1,1,1,0,1,2,1,100,1.0,1.0,1.0,0,0,1-25,0,1911.0,1,1,500.0,630.0,0.0,0.0,0.0,0,199.0,0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2323,ssi,Accounting & Finance,73,0,1,1,1,0,1,2,1,100,1.0,1.0,1.0,0,0,1-25,0,1911.0,1,1,500.0,640.0,0.0,0.0,0.0,0,199.0,0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2324,Rahul,Accounting & Finance,51,0,1,1,1,1,1,2,4,100,1.0,1.0,1.0,0,0,26-100,0,1911.0,1,1,500.0,630.0,0.0,0.0,0.0,0,199.0,0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2325,Jobma,Accounting & Finance,"2,4",0,1,1,1,1,1,2,2,10000,3.0,3.0,1.0,1,0,26-100,0,1910.0,1,1,354.0,190.0,1.0,0.0,0.0,0,118.0,0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2326,ssi,Accounting & Finance,72,0,1,1,1,1,1,2,2,10000,3.0,3.0,1.0,1,0,1-25,0,1910.0,1,1,384.0,404.0,1.0,0.0,0.0,0,11.0,0,1.0,1,1.0,1.0,3.0,3.0,3.0,0.0,0.0
2327,cisco,Accounting & Finance,85,0,1,1,1,1,1,2,2,10000,15.0,15.0,1.0,1,0,101-500,0,1910.0,1,1,5.0,180.0,1.0,0.0,0.0,0,11.0,0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2330,New York,Accounting & Finance,124,0,1,1,1,0,1,2,1,100,1.0,1.0,1.0,0,0,26-100,0,1910.0,1,1,500.0,630.0,0.0,0.0,0.0,0,199.0,0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2331,newagri,Accounting & Finance,74,0,1,1,1,1,1,2,3,10000,15.0,15.0,1.0,1,0,26-100,0,1910.0,1,1,5.0,180.0,1.0,0.0,0.0,0,11.0,0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2332,ssi,Accounting & Finance,2,0,1,1,1,0,1,2,1,10000,15.0,15.0,1.0,1,0,101-500,0,1910.0,1,1,5.0,180.0,1.0,0.0,0.0,0,11.0,0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2334,Achme,Accounting & Finance,73,0,1,0,1,1,1,1,999,100,2.0,3.0,1.0,0,0,101-500,0,1910.0,1,1,500.0,500000.0,0.0,1.0,0.0,0,199.0,0,1.0,79,50.0,117.0,1731.0,632.0,614.0,37.0,0.0
2334,Achme,Accounting & Finance,73,0,1,0,1,1,1,1,999,100,2.0,3.0,1.0,0,0,101-500,0,1910.0,1,1,500.0,500000.0,0.0,1.0,0.0,0,199.0,0,1.0,79,50.0,117.0,1731.0,632.0,614.0,37.0,0.0
2334,Achme,Accounting & Finance,73,0,1,0,1,1,1,1,999,100,2.0,3.0,1.0,0,0,101-500,0,1910.0,1,1,500.0,500000.0,0.0,1.0,0.0,0,199.0,0,1.0,79,50.0,117.0,1731.0,632.0,614.0,37.0,0.0
2334,Achme,Accounting & Finance,73,0,1,0,1,1,1,1,999,100,2.0,3.0,1.0,0,0,101-500,0,1910.0,1,1,500.0,500000.0,0.0,1.0,0.0,0,1.0,0,1.0,79,50.0,117.0,1731.0,632.0,614.0,37.0,0.0
2334,Achme,Accounting & Finance,73,0,1,0,1,1,1,1,999,100,2.0,3.0,1.0,0,0,101-500,0,1910.0,1,1,500.0,500000.0,0.0,1.0,0.0,0,1.0,0,1.0,79,50.0,117.0,1731.0,632.0,614.0,37.0,0.0
2334,Achme,Accounting & Finance,73,0,1,0,1,1,1,1,999,100,2.0,3.0,1.0,0,0,101-500,0,1910.0,1,1,500.0,500000.0,0.0,1.0,0.0,0,1.0,0,1.0,79,50.0,117.0,1731.0,632.0,614.0,37.0,0.0
2334,Achme,Accounting & Finance,73,0,1,0,1,1,1,1,999,100,2.0,3.0,1.0,0,0,101-500,0,1910.0,1,1,500.0,500000.0,0.0,1.0,0.0,0,100.0,0,1.0,79,50.0,117.0,1731.0,632.0,614.0,37.0,0.0
2334,Achme,Accounting & Finance,73,0,1,0,1,1,1,1,999,100,2.0,3.0,1.0,0,0,101-500,0,1910.0,1,1,500.0,500000.0,0.0,1.0,0.0,0,100.0,0,1.0,79,50.0,117.0,1731.0,632.0,614.0,37.0,0.0
2334,Achme,Accounting & Finance,73,0,1,0,1,1,1,1,999,100,2.0,3.0,1.0,0,0,101-500,0,1910.0,1,1,500.0,500000.0,0.0,1.0,0.0,0,100.0,0,1.0,79,50.0,117.0,1731.0,632.0,614.0,37.0,0.0
2334,Achme,Accounting & Finance,73,0,1,0,1,1,1,1,999,100,2.0,3.0,1.0,0,0,101-500,0,1910.0,1,1,500.0,500000.0,0.0,1.0,0.0,0,0.0,0,1.0,79,50.0,117.0,1731.0,632.0,614.0,37.0,0.0
2334,Achme,Accounting & Finance,73,0,1,0,1,1,1,1,999,100,2.0,3.0,1.0,0,0,101-500,0,1910.0,1,1,500.0,500000.0,0.0,1.0,0.0,0,0.0,0,1.0,79,50.0,117.0,1731.0,632.0,614.0,37.0,0.0
2334,Achme,Accounting & Finance,73,0,1,0,1,1,1,1,999,100,2.0,3.0,1.0,0,0,101-500,0,1910.0,1,1,500.0,500000.0,0.0,1.0,0.0,0,0.0,0,1.0,79,50.0,117.0,1731.0,632.0,614.0,37.0,0.0
2334,Achme,Accounting & Finance,73,0,1,0,1,1,1,1,999,100,2.0,3.0,1.0,0,0,101-500,0,1910.0,1,1,500.0,500000.0,0.0,1.0,0.0,0,125.0,0,1.0,79,50.0,117.0,1731.0,632.0,614.0,37.0,0.0
2334,Achme,Accounting & Finance,73,0,1,0,1,1,1,1,999,100,2.0,3.0,1.0,0,0,101-500,0,1910.0,1,1,500.0,500000.0,0.0,1.0,0.0,0,125.0,0,1.0,79,50.0,117.0,1731.0,632.0,614.0,37.0,0.0
2334,Achme,Accounting & Finance,73,0,1,0,1,1,1,1,999,100,2.0,3.0,1.0,0,0,101-500,0,1910.0,1,1,500.0,500000.0,0.0,1.0,0.0,0,125.0,0,1.0,79,50.0,117.0,1731.0,632.0,614.0,37.0,0.0
2334,Achme,Accounting & Finance,73,0,1,0,1,1,1,1,999,100,2.0,3.0,1.0,0,0,101-500,0,1910.0,1,1,500.0,500000.0,0.0,1.0,0.0,0,300.0,0,1.0,79,50.0,117.0,1731.0,632.0,614.0,37.0,0.0
2334,Achme,Accounting & Finance,73,0,1,0,1,1,1,1,999,100,2.0,3.0,1.0,0,0,101-500,0,1910.0,1,1,500.0,500000.0,0.0,1.0,0.0,0,300.0,0,1.0,79,50.0,117.0,1731.0,632.0,614.0,37.0,0.0
2334,Achme,Accounting & Finance,73,0,1,0,1,1,1,1,999,100,2.0,3.0,1.0,0,0,101-500,0,1910.0,1,1,500.0,500000.0,0.0,1.0,0.0,0,300.0,0,1.0,79,50.0,117.0,1731.0,632.0,614.0,37.0,0.0
2334,Achme,Accounting & Finance,73,0,1,0,1,1,1,1,999,100,2.0,3.0,1.0,0,0,101-500,0,1910.0,1,1,500.0,500000.0,0.0,1.0,0.0,0,3.0,0,1.0,79,50.0,117.0,1731.0,632.0,614.0,37.0,0.0
2334,Achme,Accounting & Finance,73,0,1,0,1,1,1,1,999,100,2.0,3.0,1.0,0,0,101-500,0,1910.0,1,1,500.0,500000.0,0.0,1.0,0.0,0,3.0,0,1.0,79,50.0,117.0,1731.0,632.0,614.0,37.0,0.0
2334,Achme,Accounting & Finance,73,0,1,0,1,1,1,1,999,100,2.0,3.0,1.0,0,0,101-500,0,1910.0,1,1,500.0,500000.0,0.0,1.0,0.0,0,3.0,0,1.0,79,50.0,117.0,1731.0,632.0,614.0,37.0,0.0
2334,Achme,Accounting & Finance,73,0,1,0,1,1,1,1,999,100,2.0,3.0,1.0,0,0,101-500,0,1910.0,1,1,500.0,500000.0,0.0,1.0,0.0,0,200.0,0,1.0,79,50.0,117.0,1731.0,632.0,614.0,37.0,0.0
2334,Achme,Accounting & Finance,73,0,1,0,1,1,1,1,999,100,2.0,3.0,1.0,0,0,101-500,0,1910.0,1,1,500.0,500000.0,0.0,1.0,0.0,0,200.0,0,1.0,79,50.0,117.0,1731.0,632.0,614.0,37.0,0.0
2334,Achme,Accounting & Finance,73,0,1,0,1,1,1,1,999,100,2.0,3.0,1.0,0,0,101-500,0,1910.0,1,1,500.0,500000.0,0.0,1.0,0.0,0,200.0,0,1.0,79,50.0,117.0,1731.0,632.0,614.0,37.0,0.0
2334,Achme,Accounting & Finance,73,0,1,0,1,1,1,1,999,100,2.0,3.0,1.0,0,0,101-500,0,1910.0,1,1,500.0,500000.0,0.0,1.0,0.0,0,40.0,0,1.0,79,50.0,117.0,1731.0,632.0,614.0,37.0,0.0
2334,Achme,Accounting & Finance,73,0,1,0,1,1,1,1,999,100,2.0,3.0,1.0,0,0,101-500,0,1910.0,1,1,500.0,500000.0,0.0,1.0,0.0,0,40.0,0,1.0,79,50.0,117.0,1731.0,632.0,614.0,37.0,0.0
2334,Achme,Accounting & Finance,73,0,1,0,1,1,1,1,999,100,2.0,3.0,1.0,0,0,101-500,0,1910.0,1,1,500.0,500000.0,0.0,1.0,0.0,0,40.0,0,1.0,79,50.0,117.0,1731.0,632.0,614.0,37.0,0.0
2334,Achme,Accounting & Finance,73,0,1,0,1,1,1,1,999,100,2.0,3.0,1.0,0,0,101-500,0,1910.0,1,1,500.0,500000.0,0.0,1.0,0.0,0,42.0,0,1.0,79,50.0,117.0,1731.0,632.0,614.0,37.0,0.0
2334,Achme,Accounting & Finance,73,0,1,0,1,1,1,1,999,100,2.0,3.0,1.0,0,0,101-500,0,1910.0,1,1,500.0,500000.0,0.0,1.0,0.0,0,42.0,0,1.0,79,50.0,117.0,1731.0,632.0,614.0,37.0,0.0
2334,Achme,Accounting & Finance,73,0,1,0,1,1,1,1,999,100,2.0,3.0,1.0,0,0,101-500,0,1910.0,1,1,500.0,500000.0,0.0,1.0,0.0,0,42.0,0,1.0,79,50.0,117.0,1731.0,632.0,614.0,37.0,0.0
2334,Achme,Accounting & Finance,73,0,1,0,1,1,1,1,999,100,2.0,3.0,1.0,0,0,101-500,0,1910.0,1,1,500.0,500000.0,0.0,1.0,0.0,0,20.0,0,1.0,79,50.0,117.0,1731.0,632.0,614.0,37.0,0.0
2334,Achme,Accounting & Finance,73,0,1,0,1,1,1,1,999,100,2.0,3.0,1.0,0,0,101-500,0,1910.0,1,1,500.0,500000.0,0.0,1.0,0.0,0,20.0,0,1.0,79,50.0,117.0,1731.0,632.0,614.0,37.0,0.0
2334,Achme,Accounting & Finance,73,0,1,0,1,1,1,1,999,100,2.0,3.0,1.0,0,0,101-500,0,1910.0,1,1,500.0,500000.0,0.0,1.0,0.0,0,20.0,0,1.0,79,50.0,117.0,1731.0,632.0,614.0,37.0,0.0
2334,Achme,Accounting & Finance,73,0,1,0,1,1,1,1,999,100,2.0,3.0,1.0,0,0,101-500,0,1910.0,1,1,500.0,500000.0,0.0,1.0,0.0,0,1000.0,0,1.0,79,50.0,117.0,1731.0,632.0,614.0,37.0,0.0
2334,Achme,Accounting & Finance,73,0,1,0,1,1,1,1,999,100,2.0,3.0,1.0,0,0,101-500,0,1910.0,1,1,500.0,500000.0,0.0,1.0,0.0,0,1000.0,0,1.0,79,50.0,117.0,1731.0,632.0,614.0,37.0,0.0
2334,Achme,Accounting & Finance,73,0,1,0,1,1,1,1,999,100,2.0,3.0,1.0,0,0,101-500,0,1910.0,1,1,500.0,500000.0,0.0,1.0,0.0,0,1000.0,0,1.0,79,50.0,117.0,1731.0,632.0,614.0,37.0,0.0
2334,Achme,Accounting & Finance,73,0,1,0,1,1,1,1,999,100,2.0,3.0,1.0,0,0,101-500,0,1910.0,1,1,500.0,500000.0,0.0,1.0,0.0,0,10.0,0,1.0,79,50.0,117.0,1731.0,632.0,614.0,37.0,0.0
2334,Achme,Accounting & Finance,73,0,1,0,1,1,1,1,999,100,2.0,3.0,1.0,0,0,101-500,0,1910.0,1,1,500.0,500000.0,0.0,1.0,0.0,0,10.0,0,1.0,79,50.0,117.0,1731.0,632.0,614.0,37.0,0.0
2334,Achme,Accounting & Finance,73,0,1,0,1,1,1,1,999,100,2.0,3.0,1.0,0,0,101-500,0,1910.0,1,1,500.0,500000.0,0.0,1.0,0.0,0,10.0,0,1.0,79,50.0,117.0,1731.0,632.0,614.0,37.0,0.0
2334,Achme,Accounting & Finance,73,0,1,0,1,1,1,1,999,100,2.0,3.0,1.0,0,0,101-500,0,1910.0,1,1,500.0,500000.0,0.0,1.0,0.0,0,50.0,0,1.0,79,50.0,117.0,1731.0,632.0,614.0,37.0,0.0
2334,Achme,Accounting & Finance,73,0,1,0,1,1,1,1,999,100,2.0,3.0,1.0,0,0,101-500,0,1910.0,1,1,500.0,500000.0,0.0,1.0,0.0,0,50.0,0,1.0,79,50.0,117.0,1731.0,632.0,614.0,37.0,0.0
2334,Achme,Accounting & Finance,73,0,1,0,1,1,1,1,999,100,2.0,3.0,1.0,0,0,101-500,0,1910.0,1,1,500.0,500000.0,0.0,1.0,0.0,0,50.0,0,1.0,79,50.0,117.0,1731.0,632.0,614.0,37.0,0.0
2334,Achme,Accounting & Finance,73,0,1,0,1,1,1,1,999,100,2.0,3.0,1.0,0,0,101-500,0,1910.0,1,1,500.0,500000.0,0.0,1.0,0.0,0,234.0,0,1.0,79,50.0,117.0,1731.0,632.0,614.0,37.0,0.0
2334,Achme,Accounting & Finance,73,0,1,0,1,1,1,1,999,100,2.0,3.0,1.0,0,0,101-500,0,1910.0,1,1,500.0,500000.0,0.0,1.0,0.0,0,234.0,0,1.0,79,50.0,117.0,1731.0,632.0,614.0,37.0,0.0
2334,Achme,Accounting & Finance,73,0,1,0,1,1,1,1,999,100,2.0,3.0,1.0,0,0,101-500,0,1910.0,1,1,500.0,500000.0,0.0,1.0,0.0,0,234.0,0,1.0,79,50.0,117.0,1731.0,632.0,614.0,37.0,0.0
2334,Achme,Accounting & Finance,73,0,1,0,1,1,1,1,999,100,2.0,3.0,1.0,0,0,101-500,0,1910.0,1,1,500.0,500000.0,0.0,1.0,0.0,0,19.0,0,1.0,79,50.0,117.0,1731.0,632.0,614.0,37.0,0.0
2334,Achme,Accounting & Finance,73,0,1,0,1,1,1,1,999,100,2.0,3.0,1.0,0,0,101-500,0,1910.0,1,1,500.0,500000.0,0.0,1.0,0.0,0,19.0,0,1.0,79,50.0,117.0,1731.0,632.0,614.0,37.0,0.0
2334,Achme,Accounting & Finance,73,0,1,0,1,1,1,1,999,100,2.0,3.0,1.0,0,0,101-500,0,1910.0,1,1,500.0,500000.0,0.0,1.0,0.0,0,19.0,0,1.0,79,50.0,117.0,1731.0,632.0,614.0,37.0,0.0
2334,Achme,Accounting & Finance,73,0,1,0,1,1,1,1,999,100,2.0,3.0,1.0,0,0,101-500,0,1910.0,1,1,500.0,500000.0,0.0,1.0,0.0,0,29.0,0,1.0,79,50.0,117.0,1731.0,632.0,614.0,37.0,0.0
2334,Achme,Accounting & Finance,73,0,1,0,1,1,1,1,999,100,2.0,3.0,1.0,0,0,101-500,0,1910.0,1,1,500.0,500000.0,0.0,1.0,0.0,0,29.0,0,1.0,79,50.0,117.0,1731.0,632.0,614.0,37.0,0.0
2334,Achme,Accounting & Finance,73,0,1,0,1,1,1,1,999,100,2.0,3.0,1.0,0,0,101-500,0,1910.0,1,1,500.0,500000.0,0.0,1.0,0.0,0,29.0,0,1.0,79,50.0,117.0,1731.0,632.0,614.0,37.0,0.0
2334,Achme,Accounting & Finance,73,0,1,0,1,1,1,1,999,100,2.0,3.0,1.0,0,0,101-500,0,1910.0,1,1,500.0,500000.0,0.0,1.0,0.0,0,30.0,0,1.0,79,50.0,117.0,1731.0,632.0,614.0,37.0,0.0
2334,Achme,Accounting & Finance,73,0,1,0,1,1,1,1,999,100,2.0,3.0,1.0,0,0,101-500,0,1910.0,1,1,500.0,500000.0,0.0,1.0,0.0,0,30.0,0,1.0,79,50.0,117.0,1731.0,632.0,614.0,37.0,0.0
2334,Achme,Accounting & Finance,73,0,1,0,1,1,1,1,999,100,2.0,3.0,1.0,0,0,101-500,0,1910.0,1,1,500.0,500000.0,0.0,1.0,0.0,0,30.0,0,1.0,79,50.0,117.0,1731.0,632.0,614.0,37.0,0.0
2334,Achme,Accounting & Finance,73,0,1,0,1,1,1,1,999,100,2.0,3.0,1.0,0,0,101-500,0,1910.0,1,1,500.0,500000.0,0.0,1.0,0.0,0,900.0,0,1.0,79,50.0,117.0,1731.0,632.0,614.0,37.0,0.0
2334,Achme,Accounting & Finance,73,0,1,0,1,1,1,1,999,100,2.0,3.0,1.0,0,0,101-500,0,1910.0,1,1,500.0,500000.0,0.0,1.0,0.0,0,900.0,0,1.0,79,50.0,117.0,1731.0,632.0,614.0,37.0,0.0
2334,Achme,Accounting & Finance,73,0,1,0,1,1,1,1,999,100,2.0,3.0,1.0,0,0,101-500,0,1910.0,1,1,500.0,500000.0,0.0,1.0,0.0,0,900.0,0,1.0,79,50.0,117.0,1731.0,632.0,614.0,37.0,0.0
2334,Achme,Accounting & Finance,73,0,1,0,1,1,1,1,999,100,2.0,3.0,1.0,0,0,101-500,0,1910.0,1,1,500.0,500000.0,0.0,1.0,0.0,0,122.0,0,1.0,79,50.0,117.0,1731.0,632.0,614.0,37.0,0.0
2334,Achme,Accounting & Finance,73,0,1,0,1,1,1,1,999,100,2.0,3.0,1.0,0,0,101-500,0,1910.0,1,1,500.0,500000.0,0.0,1.0,0.0,0,122.0,0,1.0,79,50.0,117.0,1731.0,632.0,614.0,37.0,0.0
2334,Achme,Accounting & Finance,73,0,1,0,1,1,1,1,999,100,2.0,3.0,1.0,0,0,101-500,0,1910.0,1,1,500.0,500000.0,0.0,1.0,0.0,0,122.0,0,1.0,79,50.0,117.0,1731.0,632.0,614.0,37.0,0.0
2334,Achme,Accounting & Finance,73,0,1,0,1,1,1,1,999,100,2.0,3.0,1.0,0,0,101-500,0,1910.0,1,1,500.0,500000.0,0.0,1.0,0.0,0,61.0,0,1.0,79,50.0,117.0,1731.0,632.0,614.0,37.0,0.0
2334,Achme,Accounting & Finance,73,0,1,0,1,1,1,1,999,100,2.0,3.0,1.0,0,0,101-500,0,1910.0,1,1,500.0,500000.0,0.0,1.0,0.0,0,61.0,0,1.0,79,50.0,117.0,1731.0,632.0,614.0,37.0,0.0
2334,Achme,Accounting & Finance,73,0,1,0,1,1,1,1,999,100,2.0,3.0,1.0,0,0,101-500,0,1910.0,1,1,500.0,500000.0,0.0,1.0,0.0,0,61.0,0,1.0,79,50.0,117.0,1731.0,632.0,614.0,37.0,0.0
2334,Achme,Accounting & Finance,73,0,1,0,1,1,1,1,999,100,2.0,3.0,1.0,0,0,101-500,0,1910.0,1,1,500.0,500000.0,0.0,1.0,0.0,0,22.0,0,1.0,79,50.0,117.0,1731.0,632.0,614.0,37.0,0.0
2334,Achme,Accounting & Finance,73,0,1,0,1,1,1,1,999,100,2.0,3.0,1.0,0,0,101-500,0,1910.0,1,1,500.0,500000.0,0.0,1.0,0.0,0,22.0,0,1.0,79,50.0,117.0,1731.0,632.0,614.0,37.0,0.0
2334,Achme,Accounting & Finance,73,0,1,0,1,1,1,1,999,100,2.0,3.0,1.0,0,0,101-500,0,1910.0,1,1,500.0,500000.0,0.0,1.0,0.0,0,22.0,0,1.0,79,50.0,117.0,1731.0,632.0,614.0,37.0,0.0
2334,Achme,Accounting & Finance,73,0,1,0,1,1,1,1,999,100,2.0,3.0,1.0,0,0,101-500,0,1910.0,1,1,500.0,500000.0,0.0,1.0,0.0,0,34.0,0,1.0,79,50.0,117.0,1731.0,632.0,614.0,37.0,0.0
2334,Achme,Accounting & Finance,73,0,1,0,1,1,1,1,999,100,2.0,3.0,1.0,0,0,101-500,0,1910.0,1,1,500.0,500000.0,0.0,1.0,0.0,0,34.0,0,1.0,79,50.0,117.0,1731.0,632.0,614.0,37.0,0.0
2334,Achme,Accounting & Finance,73,0,1,0,1,1,1,1,999,100,2.0,3.0,1.0,0,0,101-500,0,1910.0,1,1,500.0,500000.0,0.0,1.0,0.0,0,34.0,0,1.0,79,50.0,117.0,1731.0,632.0,614.0,37.0,0.0
2334,Achme,Accounting & Finance,73,0,1,0,1,1,1,1,999,100,2.0,3.0,1.0,0,0,101-500,0,1910.0,1,1,500.0,500000.0,0.0,1.0,0.0,0,10000.0,0,1.0,79,50.0,117.0,1731.0,632.0,614.0,37.0,0.0
2334,Achme,Accounting & Finance,73,0,1,0,1,1,1,1,999,100,2.0,3.0,1.0,0,0,101-500,0,1910.0,1,1,500.0,500000.0,0.0,1.0,0.0,0,10000.0,0,1.0,79,50.0,117.0,1731.0,632.0,614.0,37.0,0.0
2334,Achme,Accounting & Finance,73,0,1,0,1,1,1,1,999,100,2.0,3.0,1.0,0,0,101-500,0,1910.0,1,1,500.0,500000.0,0.0,1.0,0.0,0,10000.0,0,1.0,79,50.0,117.0,1731.0,632.0,614.0,37.0,0.0
2335,ad services,Accounting & Finance,73,0,2,1,1,1,1,1,10,10000,1.0,1.0,1.0,0,0,26-100,0,1910.0,1,1,354.0,500142.0,1.0,0.0,0.0,0,11.0,0,1.0,58,172.0,329.0,3396.0,895.0,860.0,47.0,0.0
2335,ad services,Accounting & Finance,73,0,2,1,1,1,1,1,10,10000,1.0,1.0,1.0,0,0,26-100,0,1910.0,1,1,354.0,500142.0,1.0,0.0,0.0,0,11.0,0,1.0,58,172.0,329.0,3396.0,895.0,860.0,47.0,0.0
2335,ad services,Accounting & Finance,73,0,2,1,1,1,1,1,10,10000,1.0,1.0,1.0,0,0,26-100,0,1910.0,1,1,354.0,500142.0,1.0,0.0,0.0,0,11.0,0,1.0,58,172.0,329.0,3396.0,895.0,860.0,47.0,0.0
2335,ad services,Accounting & Finance,73,0,2,1,1,1,1,1,10,10000,1.0,1.0,1.0,0,0,26-100,0,1910.0,1,1,354.0,500142.0,1.0,0.0,0.0,0,118.0,0,1.0,58,172.0,329.0,3396.0,895.0,860.0,47.0,0.0
2335,ad services,Accounting & Finance,73,0,2,1,1,1,1,1,10,10000,1.0,1.0,1.0,0,0,26-100,0,1910.0,1,1,354.0,500142.0,1.0,0.0,0.0,0,118.0,0,1.0,58,172.0,329.0,3396.0,895.0,860.0,47.0,0.0
2335,ad services,Accounting & Finance,73,0,2,1,1,1,1,1,10,10000,1.0,1.0,1.0,0,0,26-100,0,1910.0,1,1,354.0,500142.0,1.0,0.0,0.0,0,118.0,0,1.0,58,172.0,329.0,3396.0,895.0,860.0,47.0,0.0
2335,ad services,Accounting & Finance,73,0,2,1,1,1,1,1,10,10000,1.0,1.0,1.0,0,0,26-100,0,1910.0,1,1,354.0,500142.0,1.0,0.0,0.0,0,199.0,0,1.0,58,172.0,329.0,3396.0,895.0,860.0,47.0,0.0
2335,ad services,Accounting & Finance,73,0,2,1,1,1,1,1,10,10000,1.0,1.0,1.0,0,0,26-100,0,1910.0,1,1,354.0,500142.0,1.0,0.0,0.0,0,199.0,0,1.0,58,172.0,329.0,3396.0,895.0,860.0,47.0,0.0
2335,ad services,Accounting & Finance,73,0,2,1,1,1,1,1,10,10000,1.0,1.0,1.0,0,0,26-100,0,1910.0,1,1,354.0,500142.0,1.0,0.0,0.0,0,199.0,0,1.0,58,172.0,329.0,3396.0,895.0,860.0,47.0,0.0
2335,ad services,Accounting & Finance,73,0,2,1,1,1,1,1,10,10000,1.0,1.0,1.0,0,0,26-100,0,1910.0,1,1,354.0,500142.0,1.0,0.0,0.0,0,177.0,0,1.0,58,172.0,329.0,3396.0,895.0,860.0,47.0,0.0
2335,ad services,Accounting & Finance,73,0,2,1,1,1,1,1,10,10000,1.0,1.0,1.0,0,0,26-100,0,1910.0,1,1,354.0,500142.0,1.0,0.0,0.0,0,177.0,0,1.0,58,172.0,329.0,3396.0,895.0,860.0,47.0,0.0
2335,ad services,Accounting & Finance,73,0,2,1,1,1,1,1,10,10000,1.0,1.0,1.0,0,0,26-100,0,1910.0,1,1,354.0,500142.0,1.0,0.0,0.0,0,177.0,0,1.0,58,172.0,329.0,3396.0,895.0,860.0,47.0,0.0
2335,ad services,Accounting & Finance,73,0,2,1,1,1,1,1,10,10000,1.0,1.0,1.0,0,0,26-100,0,1910.0,1,1,354.0,500142.0,1.0,0.0,0.0,0,150.0,0,1.0,58,172.0,329.0,3396.0,895.0,860.0,47.0,0.0
2335,ad services,Accounting & Finance,73,0,2,1,1,1,1,1,10,10000,1.0,1.0,1.0,0,0,26-100,0,1910.0,1,1,354.0,500142.0,1.0,0.0,0.0,0,150.0,0,1.0,58,172.0,329.0,3396.0,895.0,860.0,47.0,0.0
2335,ad services,Accounting & Finance,73,0,2,1,1,1,1,1,10,10000,1.0,1.0,1.0,0,0,26-100,0,1910.0,1,1,354.0,500142.0,1.0,0.0,0.0,0,150.0,0,1.0,58,172.0,329.0,3396.0,895.0,860.0,47.0,0.0
2335,ad services,Accounting & Finance,73,0,2,1,1,1,1,1,10,10000,1.0,1.0,1.0,0,0,26-100,0,1910.0,1,1,354.0,500142.0,1.0,0.0,0.0,0,2950.0,0,1.0,58,172.0,329.0,3396.0,895.0,860.0,47.0,0.0
