catcher_id,jobma_catcher_company,jobma_functional,jobma_catcher_indus,jobma_catcher_title,jobma_catcher_otype,jobma_catcher_status,jobma_catcher_creation,jobma_catcher_type,is_premium,jobma_verified,subscription_status,sub_user,per_sub_user,live_interview_credit,pre_recorded_credit,ai_live_interview_credit,interview_cost_type,referral_credit,company_size,ai_live_interview
1525,XYZ,62,,0,2,1,2019-01-03,1,1,1,2,999,100,1.0,1.75,1.0,0,0,1-25,0
1527,TestData,,,0,,0,2019-01-03,1,0,1,1,0,100,1.0,1.0,1.0,0,0,1-25,0
1528,test,,,0,,1,2019-01-03,1,1,1,2,999,12000,1.33,1.33,1.0,1,0,1-25,0
1538,XYZ,,,0,,0,2019-01-07,1,0,1,1,0,100,1.0,1.0,1.0,0,0,1-25,0
1539,Mainusereditedmobile,,,0,,0,2019-01-07,1,0,1,1,0,100,1.0,1.0,1.0,0,0,1-25,0
1540,Mainusereditedmobile,,,0,,0,2019-01-07,1,0,1,1,0,100,1.0,1.0,1.0,0,0,1-25,0
1541,Mainusereditedmobile,,,0,,0,2019-01-07,1,0,1,1,0,100,1.0,1.0,1.0,0,0,1-25,0
1542,Mainusereditedmobile,,,0,,0,2019-01-07,1,0,1,1,0,100,1.0,1.0,1.0,0,0,1-25,0
1547,Tata ,,,0,,1,2019-01-07,1,1,1,2,999,12000,1.0,1.0,1.0,1,0,1-25,0
1548,jobma test,,,0,,0,2019-01-08,1,0,1,1,0,100,1.0,1.0,1.0,0,0,1-25,0
1550,XYZ,,,0,,0,2019-01-08,1,0,1,1,0,100,1.0,1.75,1.0,0,0,1-25,0
1577,jobma test,,,0,,0,2019-01-12,1,0,1,1,0,100,1.0,1.0,1.0,0,0,1-25,0
1582,ABC,,,0,,1,2019-01-16,1,1,1,2,999,100,1.0,1.0,1.0,0,0,1-25,0
1583,Test,,,0,,1,2019-01-16,1,1,1,2,999,100,1.0,1.0,1.0,0,0,1-25,0
1584,ABC,,,0,2,1,2019-01-17,1,1,1,2,999,100,1.0,1.0,1.0,0,0,1-25,0
1585,klopiutyr,,,0,,1,2019-01-17,1,1,1,2,999,100,1.0,1.0,1.0,0,0,1-25,0
1586,ssi,,,0,,1,2019-01-17,1,1,1,2,999,100,1.0,1.0,1.0,0,0,1-25,0
1587,ABC,,,0,1,1,2019-01-17,1,1,1,2,999,100,1.0,1.0,1.0,0,0,1-25,0
1588,Text,,,0,,0,2019-01-17,1,0,1,1,0,100,1.0,1.0,1.0,0,0,1-25,0
1589,test,,,0,,1,2019-01-17,1,1,1,2,999,12000,1.5,1.5,1.0,1,0,1-25,0
1590,ABC,,,0,,0,2019-01-20,1,0,1,1,0,100,1.0,1.0,1.0,0,0,1-25,0
1591,ABC,,,0,,0,2019-01-21,1,0,1,1,0,100,1.0,1.0,1.0,0,0,1-25,0
1592,ABCDE,64,,0,1,1,2019-01-21,1,1,1,2,999,100,1.0,1.0,1.0,0,0,1-25,0
1593,ABCDE,,,0,,1,2019-01-21,1,1,1,2,999,100,1.0,1.0,1.0,0,0,1-25,0
1594,ABCDE,,,0,,1,2019-01-21,1,1,1,2,999,100,1.0,1.0,1.0,0,0,1-25,0
1595,test,,,0,,1,2019-01-21,1,1,1,2,999,12000,1.5,1.5,1.0,1,0,1-25,0
1596,test,,,0,,0,2019-01-21,1,0,1,1,0,100,1.0,1.0,1.0,0,0,1-25,0
1598,test,,,0,,1,2019-01-23,1,1,1,2,999,12000,5.0,4.0,1.0,0,0,1-25,0
1599,SSI,"3,4",,0,1,1,2019-01-23,1,1,1,2,999,100,1.0,1.0,1.0,0,0,1-25,0
1600,test,,,0,,1,2019-01-24,1,1,1,2,999,12000,1.5,1.5,1.0,1,0,1-25,0
1601,ABCDE,,,0,,0,2019-01-29,1,0,1,1,0,100,1.0,1.0,1.0,0,0,1-25,0
1602,ABC,,,0,,1,2019-01-29,1,1,1,2,999,100,1.0,1.0,1.0,0,0,1-25,0
1603,fsfsfsf,,,0,,1,2019-01-29,1,1,1,2,999,100,1.0,1.0,1.0,0,0,1-25,0
1604,ABC,,,0,,0,2019-01-29,1,0,1,1,0,100,1.0,1.0,1.0,0,0,1-25,0
1605,gdgdgdg ,,,0,,1,2019-01-29,1,1,1,2,999,100,1.0,1.0,1.0,0,0,1-25,0
1606,test,,,0,,1,2019-01-29,1,1,1,2,999,100,1.0,1.0,1.0,0,0,1-25,0
1607,ABC,,,0,,1,2019-01-29,1,1,1,2,999,100,1.0,1.0,1.0,0,0,1-25,0
1608,ABCD,,,0,,1,2019-01-29,1,1,1,2,999,100,1.0,1.0,1.0,0,0,1-25,0
1609,test,,,0,,1,2019-01-29,1,1,1,2,999,100,1.0,1.0,1.0,0,0,1-25,0
1610,test,,,0,,1,2019-01-29,1,1,1,2,999,100,1.0,1.0,1.0,0,0,1-25,0
1611,test,,,0,,1,2019-01-29,1,1,1,2,999,100,1.0,1.0,1.0,0,0,1-25,0
1612,test,,,0,,1,2019-01-29,1,1,1,2,999,100,1.0,1.0,1.0,0,0,1-25,0
1613,test,,,0,,1,2019-01-29,1,1,1,2,999,100,1.0,1.0,1.0,0,0,1-25,0
1614,ABC,,,0,,1,2019-01-29,1,1,1,2,999,100,1.0,1.0,1.0,0,0,1-25,0
1615,ABC,,,0,,1,2019-01-29,1,1,1,2,999,100,1.0,1.0,1.0,0,0,1-25,0
1616,test,,,0,,1,2019-01-29,1,1,1,2,999,100,1.0,1.0,1.0,0,0,1-25,0
1617,test,,,0,,1,2019-01-29,1,1,1,2,999,100,1.0,1.0,1.0,0,0,1-25,0
1618,test,,,0,,1,2019-01-29,1,1,1,2,999,12000,1.5,1.5,1.0,1,0,1-25,0
1619,test,,,0,,1,2019-01-29,1,1,1,2,999,100,1.0,1.0,1.0,0,0,1-25,0
1620,test,,,0,,1,2019-01-29,1,1,1,2,999,100,1.0,1.0,1.0,0,0,1-25,0
1621,test,,,0,,1,2019-01-29,1,1,1,2,999,100,1.0,1.0,1.0,0,0,1-25,0
1622,jobma test,,,0,,0,2019-01-30,1,0,1,1,0,100,1.0,1.0,1.0,0,0,1-25,0
1623,jobma test,,,0,,0,2019-01-30,1,0,1,1,0,100,1.0,1.0,1.0,0,0,1-25,0
1624,jobma test,,,0,,0,2019-01-30,1,0,1,1,0,100,1.0,1.0,1.0,0,0,1-25,0
1625,abc,,,0,,0,2019-01-31,1,0,1,1,0,100,1.0,1.0,1.0,0,0,1-25,0
1626,test,,,0,,0,2019-01-31,1,0,1,1,0,100,1.0,1.0,1.0,0,0,1-25,0
1627,ABCDE,,,0,,1,2019-02-01,1,1,1,2,999,100,1.0,1.0,1.0,0,0,1-25,0
1628,ssi,,,0,,0,2019-02-01,1,0,1,1,0,100,1.0,1.0,1.0,0,0,1-25,0
1629,ABCDE,,,0,,0,2019-02-01,1,0,1,1,0,100,1.0,1.0,1.0,0,0,1-25,0
1630,jobma test,,,0,,0,2019-02-04,1,0,1,1,0,100,1.0,1.0,1.0,0,0,1-25,0
1631,ram june test,,,0,2,0,2019-02-05,1,0,1,1,0,100,1.0,1.0,1.0,0,0,1-25,0
1632,ABCDE,,,0,,0,2019-02-06,1,0,1,1,0,100,1.0,1.0,1.0,0,0,1-25,0
1633,ABCD,,,0,,0,2019-02-06,1,0,1,1,0,100,1.0,1.0,1.0,0,0,1-25,0
1634,ABC,,,0,,0,2019-02-07,1,0,1,1,0,100,1.0,1.0,1.0,0,0,1-25,0
1636,test,,,0,,1,2019-02-12,1,1,1,2,999,100,1.0,1.0,1.0,0,0,1-25,0
1637,test,,,0,,1,2019-02-14,1,1,1,2,999,100,1.0,1.0,1.0,0,0,1-25,0
1638,test,,,0,,1,2019-02-14,1,1,1,2,999,12000,1.5,1.5,1.0,1,0,1-25,0
1639,SSI,,,0,,1,2019-02-14,1,1,1,2,999,12000,1.5,1.5,1.0,1,0,1-25,0
1640,ssi,,,0,,1,2019-02-14,1,1,1,2,999,100,1.0,1.0,1.0,0,0,1-25,0
1641,test,,,0,,1,2019-02-14,1,1,1,2,999,100,1.0,1.0,1.0,0,0,1-25,0
1642,aafsaf,,,0,,1,2019-02-14,1,1,1,2,999,100,1.0,1.0,1.0,0,0,1-25,0
1643,test,,,0,,1,2019-02-15,1,1,1,2,999,12000,1.5,1.5,1.0,1,0,1-25,0
1644,test,,,0,,1,2019-02-15,1,1,1,2,999,100,1.0,1.0,1.0,0,0,1-25,0
1645,test,,,0,,1,2019-02-15,1,1,1,2,999,12000,1.33,1.33,1.0,1,0,1-25,0
1646,tet,,,0,,1,2019-02-15,1,1,1,2,999,100,1.0,1.0,1.0,0,0,1-25,0
1647,test,,,0,,1,2019-02-15,1,1,1,2,999,100,1.0,1.0,1.0,0,0,1-25,0
1648,ABC,,,0,,0,2019-02-18,1,0,1,1,0,100,1.0,1.0,1.0,0,0,1-25,0
1649,Select Source International,,,0,,0,2019-02-18,1,0,1,1,0,100,1.0,1.0,1.0,0,0,1-25,0
1650,ssi,,,0,,0,2019-02-20,1,0,1,1,0,100,1.0,1.0,1.0,0,0,1-25,0
1651,Select Source International,,,0,,0,2019-02-20,1,0,1,1,0,100,1.0,1.0,1.0,0,0,1-25,0
1652,ram june test,,,0,2,0,2019-02-20,1,0,1,1,0,100,1.0,1.0,1.0,0,0,1-25,0
1653,Abc,,,0,,1,2019-02-26,1,1,1,2,999,12000,1.5,1.5,1.0,1,0,1-25,0
1654,test,,,0,,0,2019-02-27,1,0,1,1,0,100,1.0,1.0,1.0,0,0,1-25,0
1655,ABC,,,0,,1,2019-02-27,1,1,1,2,999,100,1.0,1.0,1.0,1,0,1-25,0
1656,ABC,,,0,,0,2019-02-27,1,0,1,1,0,100,1.0,1.0,1.0,0,0,1-25,0
1657,jobma,,,0,,1,2019-02-27,1,1,1,2,999,12000,1.5,1.5,1.0,1,0,1-25,0
1658,ABC,,,0,1,1,2019-02-28,1,1,1,2,999,100,1.0,1.0,1.0,0,0,1-25,0
1659,ABC,,,0,,0,2019-03-01,1,0,1,1,0,100,1.0,1.0,1.0,0,0,1-25,0
1660,New test,,,0,2,1,2019-03-01,1,1,1,2,999,100,1.0,1.0,1.0,0,0,1-25,0
1661,ssi,,,0,,1,2019-03-01,1,1,1,2,999,12000,1.5,1.5,1.0,1,0,1-25,0
1662,ssi,,,0,,0,2019-03-04,1,0,1,1,0,100,1.0,1.0,1.0,0,0,1-25,0
1663,ssi,,,0,,0,2019-03-04,1,0,1,1,0,100,1.0,1.0,1.0,0,0,1-25,0
1664,jobma,,,0,,0,2019-03-04,1,0,1,1,0,100,1.0,1.0,1.0,0,0,1-25,0
1665,ssi,,,0,,0,2019-03-04,1,0,1,1,0,100,1.0,1.0,1.0,0,0,1-25,0
1666,ssi,,,0,,0,2019-03-04,1,0,1,1,0,100,1.0,1.0,1.0,0,0,1-25,0
1667,jobma,,,0,,0,2019-03-04,1,0,1,1,0,100,1.0,1.0,1.0,0,0,1-25,0
1668,ssi,,,0,,0,2019-03-04,1,0,1,1,0,100,1.0,1.0,1.0,0,0,1-25,0
1669,ssi,,,0,,0,2019-03-04,1,0,1,1,0,100,1.0,1.0,1.0,0,0,1-25,0
1670,jobma,,,0,,1,2019-03-04,1,1,1,2,999,12000,1.5,1.5,1.0,1,0,1-25,0
1671,jobma,,,0,,0,2019-03-04,1,0,1,1,0,100,1.0,1.0,1.0,0,0,1-25,0
1672,jobma,,,0,,0,2019-03-04,1,0,1,1,0,100,1.0,1.0,1.0,0,0,1-25,0
1673,jobma,,,0,,0,2019-03-04,1,0,1,1,0,100,1.0,1.0,1.0,0,0,1-25,0
1674,jobma,,,0,,1,2019-03-04,1,1,1,2,999,100,1.0,1.0,1.0,0,0,1-25,0
1675,jobma,,,0,,0,2019-03-04,1,0,1,1,0,100,1.0,1.0,1.0,0,0,1-25,0
1676,jobma,,,0,,0,2019-03-04,1,0,1,1,0,100,1.0,1.0,1.0,0,0,1-25,0
1677,jobma,,,0,,0,2019-03-04,1,0,1,1,0,100,1.0,1.0,1.0,0,0,1-25,0
1678,jobma,,,0,,0,2019-03-04,1,0,1,1,0,100,1.0,1.0,1.0,0,0,1-25,0
1679,jobma,,,0,,0,2019-03-04,1,0,1,1,0,100,1.0,1.0,1.0,0,0,1-25,0
1680,jobma,,,0,,0,2019-03-04,1,0,1,1,0,100,1.0,1.0,1.0,0,0,1-25,0
1681,jobma,,,0,,0,2019-03-04,1,0,1,1,0,100,1.0,1.0,1.0,0,0,1-25,0
1682,jobma,,,0,,0,2019-03-05,1,0,1,1,0,100,1.0,1.0,1.0,0,0,1-25,0
1683,TestSetUp,,,0,,1,2019-03-06,1,1,1,2,999,100,1.0,1.0,1.0,0,0,1-25,0
1684,SelectSource International,,,0,1,1,2019-03-06,1,1,1,2,999,100,4.0,2.0,1.0,0,0,1-25,0
1685,ABC,,,0,,0,2019-03-07,1,0,1,1,0,100,1.0,1.0,1.0,0,0,1-25,0
1686,ram june test,,,0,2,0,2019-03-07,1,0,1,1,0,100,1.0,1.0,1.0,0,0,1-25,0
1687,no_kit@yopmail.com,,,0,,0,2019-03-07,1,0,1,1,0,100,1.0,1.0,1.0,0,0,1-25,0
1688,no_kit@yopmail.com,,,0,,0,2019-03-07,1,0,1,1,0,100,1.0,1.0,1.0,0,0,1-25,0
1689,ssi,,,0,,0,2019-03-08,1,0,1,1,0,100,1.0,1.0,1.0,0,0,1-25,0
1690,Test,,,0,,0,2019-03-12,1,0,1,1,0,100,1.0,1.0,1.0,0,0,1-25,0
1691,Test tracking,,,0,,1,2019-03-12,1,1,1,2,999,100,1.0,1.0,1.0,0,0,1-25,0
1692,SSI jobma New,"3,4","2,8",0,1,1,2019-03-12,1,1,1,2,999,100,2.0,4.0,1.0,1,0,1-25,0
1693,jobma,,,0,,1,2019-03-12,1,1,1,2,999,100,1.0,1.0,1.0,0,0,1-25,0
1694,jobma,,,0,,0,2019-03-12,1,0,1,1,0,100,1.0,1.0,1.0,0,0,1-25,0
1695,ram june test,,,0,2,0,2019-03-13,1,0,1,1,0,100,1.0,1.0,1.0,0,0,1-25,0
1696,Track,,,0,,0,2019-03-13,1,0,1,1,0,100,1.0,1.0,1.0,0,0,1-25,0
1697,jobma,,,0,,1,2019-03-13,1,1,1,2,999,100,1.0,1.0,1.0,0,0,1-25,0
1698,Track,,,0,,0,2019-03-14,1,0,1,1,0,100,1.0,1.0,1.0,0,0,1-25,0
1699,jobma,,,0,,0,2019-03-14,1,0,1,1,0,100,1.0,1.0,1.0,0,0,1-25,0
1700,ABC,,,0,1,1,2019-03-14,1,1,1,2,999,100,1.0,1.0,1.0,0,0,1-25,0
1701,test,,,0,,0,2019-03-14,1,0,1,1,0,100,1.0,1.0,1.0,0,0,1-25,0
1702,aafsff,,,0,,1,2019-03-14,1,1,1,2,999,100,1.0,1.0,1.0,0,0,1-25,0
1703,Test,,,0,,1,2019-03-15,1,1,1,2,999,100,1.0,1.0,1.0,0,0,1-25,0
1704,Test,,,0,,0,2019-03-15,1,0,1,1,0,100,1.0,1.0,1.0,0,0,1-25,0
1705,cugjn,,,0,,1,2019-03-19,1,1,1,2,999,12000,1.5,1.5,1.0,1,0,1-25,0
1706,sfsgdgdg,,,0,,1,2019-03-19,1,1,1,2,999,12000,1.5,1.5,1.0,1,0,1-25,0
1707,ram june test,,,0,2,0,2019-03-19,1,0,1,1,0,100,1.0,1.0,1.0,0,0,1-25,0
1708,sfsgdgdg,,,0,,0,2019-03-19,1,0,1,1,0,100,1.0,1.0,1.0,0,0,1-25,0
1709,ABCD,,,0,,0,2019-03-19,1,0,1,1,0,100,1.0,1.0,1.0,0,0,1-25,0
1710,jobma,,,0,2,1,2019-03-19,1,1,1,2,999,100,1.0,1.0,1.0,0,0,1-25,0
1711,jobma,,,0,,0,2019-03-19,1,0,1,1,0,100,1.0,1.0,1.0,0,0,1-25,0
1712,Track,,,0,,0,2019-03-20,1,0,1,1,0,100,1.0,1.0,1.0,0,0,1-25,0
1713,test,,,0,,1,2019-03-25,1,1,1,2,999,100,1.0,1.0,1.0,0,0,1-25,0
1714,Track,,,0,,0,2019-03-27,1,0,1,1,0,100,1.0,1.0,1.0,0,0,1-25,0
1715,ABC,,,0,,1,2019-03-27,1,1,1,2,999,100,1.0,1.0,1.0,0,0,1-25,0
1716,ABC,,,0,,0,2019-03-27,1,0,1,1,0,100,1.0,1.0,1.0,0,0,1-25,0
1717,ABC,,,0,,1,2019-03-28,1,1,1,2,999,100,1.0,1.0,1.0,0,0,1-25,0
1718,Track,,,0,,0,2019-03-28,1,0,1,1,0,100,1.0,1.0,1.0,0,0,1-25,0
1719,jobma,,,0,,1,2019-04-01,1,1,1,2,999,12000,1.5,1.5,1.0,1,0,1-25,0
1720,ssi,,,0,,0,2019-04-01,1,0,1,1,0,100,1.0,1.0,1.0,0,0,1-25,0
1721,ssi,,,0,,0,2019-04-01,1,0,1,1,0,100,1.0,1.0,1.0,0,0,1-25,0
1722,jobma,,,0,,1,2019-04-01,1,1,1,2,999,100,1.0,1.0,1.0,0,0,1-25,0
1723,ram june test,,,0,2,0,2019-04-02,1,0,1,1,0,100,1.0,1.0,1.0,0,0,1-25,0
1724,ssi,,,0,,1,2019-04-03,1,1,1,2,999,100,1.0,1.0,1.0,0,0,1-25,0
1725,applicnatcompare,,,0,,1,2019-04-03,1,1,1,2,999,100,1.0,1.0,1.0,0,0,1-25,0
1726,ssi,,,0,,1,2019-04-04,1,1,1,2,999,100,1.0,1.0,1.0,0,0,1-25,0
1727,hfhg,,,0,,1,2019-04-08,1,1,1,2,999,12000,1.5,1.5,1.0,1,0,1-25,0
1728,plans,,,0,,1,2019-04-08,1,1,1,2,999,100,1.0,1.0,1.0,0,0,1-25,0
1729,ssi test,,,0,,1,2019-04-11,1,1,1,2,999,100,1.0,1.0,1.0,0,0,1-25,0
1730,Automate script company name,,,0,1,1,2019-04-12,1,1,1,2,999,100,1.0,1.0,1.0,0,0,1-25,0
1731,ssi test,,,0,,0,2019-04-15,1,0,1,1,0,100,1.0,1.0,1.0,0,0,1-25,0
1732,ssi test,,,0,,0,2019-04-15,1,0,1,1,0,100,1.0,1.0,1.0,0,0,1-25,0
1733,ssi test,,,0,,0,2019-04-15,1,0,1,1,0,100,1.0,1.0,1.0,0,0,1-25,0
1734,ssi,,,0,,0,2019-04-16,1,0,1,1,0,100,1.0,1.0,1.0,0,0,1-25,0
1735,ssi,,,0,,0,2019-04-16,1,0,1,1,0,100,1.0,1.0,1.0,0,0,1-25,0
1736,Track,,,0,,0,2019-04-17,1,0,1,1,0,100,1.0,1.0,1.0,0,0,1-25,0
1737,Automate script company name,,,0,,0,2019-04-19,1,0,1,1,0,100,1.0,1.0,1.0,0,0,1-25,0
1738,Automate script company name,,,0,,0,2019-04-19,1,0,1,1,0,100,1.0,1.0,1.0,0,0,1-25,0
1739,Automate script company name,,,0,,0,2019-04-19,1,0,1,1,0,100,1.0,1.0,1.0,0,0,1-25,0
1740,Automate script company name,,,0,,0,2019-04-19,1,0,1,1,0,100,1.0,1.0,1.0,0,0,1-25,0
1741,Automate script company name,,,0,,0,2019-04-19,1,0,1,1,0,100,1.0,1.0,1.0,0,0,1-25,0
1742,ssi,,,0,,1,2019-04-29,1,1,1,2,999,100,1.0,1.0,1.0,0,0,1-25,0
1743,NO Name Please,,,2,,1,2019-05-10,1,1,1,2,999,100,1.0,1.0,1.0,0,0,1-25,0
1744,ssi,,,0,,0,2019-05-14,1,0,1,1,0,100,1.0,1.0,1.0,0,0,1-25,0
1745,ABC,,,0,,1,2019-05-15,1,1,1,2,999,100,1.0,1.0,1.0,0,0,1-25,0
1746,test,,,1,,1,2019-05-15,1,1,1,2,999,100,1.0,1.0,1.0,0,0,1-25,0
1747,test,,,0,,0,2019-05-15,1,0,1,1,0,100,1.0,1.0,1.0,0,0,1-25,0
1748,Test ABC,,,0,,1,2019-05-17,1,1,1,2,999,100,1.0,1.0,1.0,0,0,1-25,0
1749,Track,,,0,,0,2019-05-21,1,0,1,1,0,100,1.0,1.0,1.0,0,0,1-25,0
1757,Track,,,0,,0,2019-05-30,1,0,1,1,0,100,1.0,1.0,1.0,0,0,1-25,0
1758,SSI,,,0,,0,2019-05-30,1,0,1,1,0,100,1.0,1.0,1.0,0,0,1-25,0
1759,SSI,,,0,,0,2019-05-30,1,0,1,1,0,100,1.0,1.0,1.0,0,0,1-25,0
1760,SSI,,,0,,0,2019-05-30,1,0,1,1,0,100,1.0,1.0,1.0,0,0,1-25,0
1761,SSI,,,0,,0,2019-05-30,1,0,1,1,0,100,1.0,1.0,1.0,0,0,1-25,0
1762,Test,,,1,,1,2019-05-30,1,1,1,2,999,100,1.0,1.0,1.0,0,0,1-25,0
1763,API,,,0,,1,2019-05-30,1,1,1,2,999,100,1.0,1.0,1.0,0,0,1-25,0
1764,ssi,,,0,,0,2019-06-03,1,0,1,1,0,100,1.0,1.0,1.0,0,0,1-25,0
1765,ssi,,,0,,0,2019-06-03,1,0,1,1,0,100,1.0,1.0,1.0,0,0,1-25,0
1766,1344,,,0,,1,2019-06-03,1,1,1,2,999,100,1.0,1.0,1.0,0,0,1-25,0
1767,1344,,,0,,0,2019-06-03,1,0,1,1,0,100,1.0,1.0,1.0,0,0,1-25,0
1768,Track,,,0,,0,2019-06-04,1,0,1,1,0,100,1.0,1.0,1.0,0,0,1-25,0
1769,ssi test,"64,57,65",,0,2,1,2019-06-07,1,1,1,2,999,100,5.0,2.0,1.0,0,0,1-25,0
1770,ssi,,,0,,1,2019-06-07,1,1,1,2,999,12000,1.5,1.5,1.0,1,0,1-25,0
1771,ssi,,,0,,0,2019-06-07,1,0,1,1,0,100,1.0,1.0,1.0,0,0,1-25,0
1772,ssi test,,,0,,0,2019-06-07,1,0,1,1,0,100,1.0,1.0,1.0,0,0,1-25,0
1773,jobma,,,0,,0,2019-06-10,1,0,1,1,0,100,1.0,1.0,1.0,0,0,1-25,0
1774,jobma,,,0,,1,2019-06-11,1,1,1,2,999,12000,1.5,1.5,1.0,1,0,1-25,0
1775,jobma,,,0,,0,2019-06-11,1,0,1,1,0,100,1.0,1.0,1.0,0,0,1-25,0
1776,jobma,,,0,,1,2019-06-11,1,1,1,2,999,100,1.0,1.0,1.0,0,0,1-25,0
1777,jobma,,,0,,0,2019-06-11,1,0,1,1,0,100,1.0,1.0,1.0,0,0,1-25,0
1778,wert,,,0,,1,2019-06-13,1,1,1,2,999,100,1.0,1.0,1.0,0,0,1-25,0
1779,wert,,,0,,0,2019-06-13,1,0,1,1,0,100,1.0,1.0,1.0,0,0,1-25,0
1780,jobma,,,0,,0,2019-06-13,1,0,1,1,0,100,1.0,1.0,1.0,0,0,1-25,0
1781,test,,,0,,1,2019-06-13,1,1,1,2,999,100,1.0,1.0,1.0,0,0,1-25,0
1782,test,,,0,,1,2019-06-13,1,1,1,2,999,100,1.0,1.0,1.0,0,0,1-25,0
1783,test,,,0,,0,2019-06-13,1,0,1,1,0,100,1.0,1.0,1.0,0,0,1-25,0
1784,ABCDE,,,0,,0,2019-06-17,1,0,1,1,0,100,1.0,1.0,1.0,0,0,1-25,0
1785,ABC,,,0,,1,2019-06-18,1,1,1,2,999,100,1.0,1.0,1.0,0,0,1-25,0
1786,ABC,,,0,,0,2019-06-19,1,0,1,1,0,100,1.0,1.0,1.0,0,0,1-25,0
1787,ssi,,,0,,1,2019-06-20,1,1,1,2,999,12000,1.5,1.5,1.0,1,0,1-25,0
1788,jobma,,,0,,0,2019-06-21,1,0,1,1,0,100,1.0,1.0,1.0,0,0,1-25,0
1789,jobma,,,0,,0,2019-06-21,1,0,1,1,0,100,1.0,1.0,1.0,0,0,1-25,0
1790,jobma,,,0,,0,2019-06-21,1,0,1,1,0,100,1.0,1.0,1.0,0,0,1-25,0
1791,jobma,,,0,,0,2019-06-21,1,0,1,1,0,100,1.0,1.0,1.0,0,0,1-25,0
1792,SSI,,,0,,0,2019-06-21,1,0,1,1,0,100,1.0,1.0,1.0,0,0,1-25,0
1793,ssi test,,,0,,0,2019-06-21,1,0,1,1,0,100,1.0,1.0,1.0,0,0,1-25,0
1794,ssi test,,,0,,0,2019-06-21,1,0,1,1,0,100,1.0,1.0,1.0,0,0,1-25,0
1795,jobma,,,0,,0,2019-06-21,1,0,1,1,0,100,1.0,1.0,1.0,0,0,1-25,0
1796,SSI,,,0,,1,2019-06-26,1,1,1,2,999,100,1.0,1.0,1.0,0,0,1-25,0
1797,jobma,,,0,,0,2019-06-26,1,0,1,1,0,100,1.0,1.0,1.0,0,0,1-25,0
1798,jobma,,,0,,0,2019-06-28,1,0,1,1,0,100,1.0,1.0,1.0,0,0,1-25,0
1799,jobma,,,0,,0,2019-06-28,1,0,1,1,0,100,1.0,1.0,1.0,0,0,1-25,0
1800,SSI,,,0,,1,2019-07-02,1,1,1,2,999,100,1.0,1.0,1.0,0,0,1-25,0
1801,SSI,,,0,,1,2019-07-02,1,1,1,2,999,100,1.0,1.0,1.0,0,0,1-25,0
1802,ssi,,,0,,1,2019-07-03,1,1,1,2,999,100,1.0,1.0,1.0,0,0,1-25,0
1803,jobma,,,0,,0,2019-07-04,1,0,1,1,0,100,1.0,1.0,1.0,0,0,1-25,0
1804,jobma,,,0,,0,2019-07-04,1,0,1,1,0,100,1.0,1.0,1.0,0,0,1-25,0
1805,jobma,,,0,,0,2019-07-04,1,0,1,1,0,100,1.0,1.0,1.0,0,0,1-25,0
1806,ssi,,,0,,0,2019-07-04,1,0,1,1,0,100,1.0,1.0,1.0,0,0,1-25,0
1807,jobma,,,0,,0,2019-07-04,1,0,1,1,0,100,1.0,1.0,1.0,0,0,1-25,0
1808,ssi,,,0,,0,2019-07-04,1,0,1,1,0,100,1.0,1.0,1.0,0,0,1-25,0
1809,ssi,,,0,,0,2019-07-04,1,0,1,1,0,100,1.0,1.0,1.0,0,0,1-25,0
1810,SSI,,,0,,1,2019-07-08,1,1,1,2,999,100,1.0,1.0,1.0,0,0,1-25,0
1811,SSI,,,0,,1,2019-07-08,1,1,1,2,999,100,1.0,1.0,1.0,0,0,1-25,0
1812,jobma test,,,0,,0,2019-07-10,1,0,1,1,0,100,1.0,1.0,1.0,0,0,1-25,0
1813,jobma ssi,,,0,,0,2019-07-11,1,0,1,1,0,100,1.0,1.0,1.0,0,0,1-25,0
1814,jobma ssi,,,0,,0,2019-07-11,1,0,1,1,0,100,1.0,1.0,1.0,0,0,1-25,0
1815,jobma ssi,,,0,,0,2019-07-11,1,0,1,1,0,100,1.0,1.0,1.0,0,0,1-25,0
1816,jobma ssi,,,0,,0,2019-07-11,1,0,1,1,0,100,1.0,1.0,1.0,0,0,1-25,0
1817,jobma ssi,,,0,,0,2019-07-11,1,0,1,1,0,100,1.0,1.0,1.0,0,0,1-25,0
1818,jobma ssi,,,0,,0,2019-07-11,1,0,1,1,0,100,1.0,1.0,1.0,0,0,1-25,0
1819,jobma ssi,,,0,,0,2019-07-11,1,0,1,1,0,100,1.0,1.0,1.0,0,0,1-25,0
1820,jobma ssi,,,0,,0,2019-07-11,1,0,1,1,0,100,1.0,1.0,1.0,0,0,1-25,0
1821,jobma ssi,,,0,,0,2019-07-11,1,0,1,1,0,100,1.0,1.0,1.0,0,0,1-25,0
1822,jobma test,,,0,,0,2019-07-11,1,0,1,1,0,100,1.0,1.0,1.0,0,0,1-25,0
1823,jobma test,,,0,,0,2019-07-11,1,0,1,1,0,100,1.0,1.0,1.0,0,0,1-25,0
1824,jobma test,,,0,,0,2019-07-11,1,0,1,1,0,100,1.0,1.0,1.0,0,0,1-25,0
1825,jobma test,,,0,,0,2019-07-11,1,0,1,1,0,100,1.0,1.0,1.0,0,0,1-25,0
1826,jobma ssi,,,0,,0,2019-07-11,1,0,1,1,0,100,1.0,1.0,1.0,0,0,1-25,0
